Generation_0;[33, 13, 12, 11];11.85
Generation_1;[67, 50, 14, 10];15.35
Generation_2;[98, 77, 71, 23];29.7
Generation_3;[81, 69, 62, 44];38.75
Generation_4;[194, 93, 89, 47];46.6
Generation_5;[200, 148, 108, 97];62.0
Generation_6;[180, 170, 161, 85];94.25
Generation_7;[200, 200, 200, 124];140.25
Generation_8;[200, 200, 200, 134];138.15
Generation_9;[200, 200, 200, 200];153.35
Generation_10;[200, 193, 186, 15];124.15
Generation_11;[200, 199, 174, 114];99.8
Generation_12;[200, 200, 197, 189];151.65
Generation_13;[200, 200, 200, 89];138.05
Generation_14;[200, 200, 196, 193];132.7
Generation_15;[200, 200, 184, 92];135.65
Generation_16;[200, 200, 191, 109];144.1
Generation_17;[200, 200, 200, 61];130.9
Generation_18;[200, 200, 200, 74];125.3
Generation_19;[200, 200, 200, 73];116.5
Generation_20;[200, 200, 200, 79];120.25
Generation_21;[200, 193, 188, 188];137.35
Generation_22;[200, 200, 200, 149];150.65
Generation_23;[200, 198, 197, 104];127.55
Generation_24;[200, 200, 200, 187];150.55
Generation_25;[200, 200, 200, 200];138.7
Generation_26;[200, 194, 187, 164];134.5
Generation_27;[196, 195, 187, 184];139.15
Generation_28;[200, 200, 195, 191];133.9
Generation_29;[200, 200, 200, 183];141.75
Generation_30;[200, 200, 193, 177];134.0
Generation_31;[200, 200, 186, 200];147.75
Generation_32;[200, 200, 200, 103];132.75
Generation_33;[200, 193, 175, 9];123.35
Generation_34;[200, 198, 186, 198];100.3
Generation_35;[200, 200, 200, 184];152.6
Generation_36;[200, 200, 200, 123];132.7
Generation_37;[200, 200, 199, 142];152.3
Generation_38;[200, 200, 200, 200];155.6
Generation_39;[200, 200, 195, 8];120.05
Generation_40;[192, 187, 174, 12];86.1
Generation_41;[200, 198, 182, 167];115.45
Generation_42;[200, 200, 200, 169];150.85
Generation_43;[200, 200, 200, 72];131.1
Generation_44;[200, 200, 197, 189];136.9
Generation_45;[200, 200, 200, 171];149.6
Generation_46;[200, 200, 200, 108];153.55
Generation_47;[200, 200, 200, 200];156.7
Generation_48;[200, 200, 200, 11];161.4
Generation_49;[200, 200, 200, 200];126.4
Generation_50;[200, 200, 200, 200];162.0
Generation_51;[200, 200, 200, 44];163.75
Generation_52;[200, 200, 200, 193];143.2
Generation_53;[200, 200, 200, 200];181.5
Generation_54;[200, 200, 200, 200];161.55
Generation_55;[200, 200, 200, 200];162.0
Generation_56;[200, 200, 200, 200];161.3
Generation_57;[200, 200, 200, 200];162.05
Generation_58;[200, 200, 200, 112];169.35
Generation_59;[200, 200, 200, 200];163.45
