Generation_0;[12, 12, 12, 9];10.4
Generation_1;[13, 12, 12, 13];10.6
Generation_2;[13, 12, 11, 10];10.7
Generation_3;[12, 12, 12, 12];10.4
Generation_4;[13, 13, 12, 10];11.0
Generation_5;[12, 11, 11, 9];10.4
Generation_6;[11, 11, 10, 11];9.2
Generation_7;[12, 12, 12, 12];10.5
Generation_8;[200, 13, 13, 12];30.1
Generation_9;[200, 200, 12, 12];47.8
Generation_10;[200, 200, 200, 10];87.5
Generation_11;[200, 200, 200, 200];143.1
Generation_12;[200, 200, 200, 200];143.2
Generation_13;[200, 200, 200, 200];143.1
Generation_14;[200, 200, 200, 10];143.3
Generation_15;[200, 200, 200, 118];97.4
Generation_16;[200, 200, 200, 97];150.4
Generation_17;[200, 200, 200, 200];128.3
Generation_18;[200, 200, 200, 200];108.9
Generation_19;[200, 200, 200, 200];69.1
Generation_20;[200, 200, 30, 12];52.4
Generation_21;[200, 200, 200, 26];93.9
Generation_22;[200, 200, 200, 200];92.8
Generation_23;[200, 200, 200, 10];142.8
Generation_24;[200, 200, 200, 9];123.8
Generation_25;[200, 200, 200, 12];124.5
Generation_26;[200, 29, 26, 12];33.3
Generation_27;[200, 200, 200, 200];88.6
Generation_28;[200, 200, 200, 22];125.3
Generation_29;[200, 200, 200, 10];109.5
Generation_30;[200, 27, 13, 27];31.7
Generation_31;[200, 31, 28, 11];32.7
Generation_32;[200, 32, 29, 10];37.9
Generation_33;[200, 200, 200, 23];82.7
Generation_34;[200, 200, 200, 200];82.2
Generation_35;[200, 200, 200, 200];143.1
Generation_36;[200, 200, 200, 15];88.9
Generation_37;[200, 200, 200, 200];95.9
Generation_38;[200, 200, 200, 200];142.9
Generation_39;[200, 200, 200, 200];142.8
Generation_40;[200, 200, 200, 200];143.1
Generation_41;[200, 200, 200, 200];143.3
Generation_42;[200, 200, 200, 200];69.3
Generation_43;[200, 200, 200, 200];125.5
Generation_44;[200, 36, 26, 25];37.6
Generation_45;[200, 200, 200, 200];110.0
Generation_46;[200, 200, 200, 200];71.7
Generation_47;[200, 200, 43, 10];55.7
Generation_48;[200, 200, 37, 12];53.0
Generation_49;[200, 200, 200, 26];71.3
Generation_50;[200, 200, 200, 10];144.5
Generation_51;[200, 200, 200, 9];86.7
Generation_52;[200, 200, 200, 10];86.1
Generation_53;[200, 200, 200, 10];105.8
Generation_54;[200, 200, 200, 200];138.2
Generation_55;[200, 200, 200, 9];88.3
Generation_56;[200, 200, 200, 9];105.8
Generation_57;[200, 200, 200, 9];124.0
Generation_58;[200, 200, 200, 200];105.1
Generation_59;[200, 200, 200, 200];124.3
Generation_60;[200, 200, 25, 13];50.3
Generation_61;[200, 200, 200, 200];88.1
Generation_62;[200, 200, 200, 11];143.3
Generation_63;[200, 200, 200, 13];67.8
Generation_64;[192, 187, 179, 187];102.7
Generation_65;[200, 200, 200, 104];130.6
Generation_66;[193, 190, 187, 138];127.1
Generation_67;[200, 199, 187, 100];144.7
Generation_68;[194, 192, 187, 138];156.9
Generation_69;[198, 189, 187, 102];141.7
Generation_70;[200, 200, 198, 198];142.3
Generation_71;[186, 182, 180, 180];116.0
Generation_72;[200, 200, 197, 96];142.3
Generation_73;[200, 200, 200, 189];147.0
Generation_74;[200, 196, 191, 97];134.5
Generation_75;[200, 200, 200, 200];176.8
Generation_76;[200, 200, 200, 200];120.7
Generation_77;[200, 200, 200, 200];133.0
Generation_78;[200, 200, 199, 10];121.6
Generation_79;[200, 200, 200, 200];132.7
Generation_80;[200, 200, 200, 10];139.2
Generation_81;[200, 200, 200, 9];121.9
Generation_82;[200, 200, 200, 200];112.0
Generation_83;[200, 200, 200, 200];143.2
Generation_84;[200, 200, 200, 123];127.9
Generation_85;[200, 200, 200, 200];154.4
Generation_86;[200, 200, 200, 200];132.9
Generation_87;[200, 200, 200, 200];154.5
Generation_88;[200, 200, 200, 200];142.8
Generation_89;[200, 200, 200, 9];119.0
Generation_90;[200, 200, 200, 200];89.7
Generation_91;[200, 200, 200, 200];124.2
Generation_92;[200, 200, 200, 159];109.0
Generation_93;[200, 200, 200, 200];147.7
Generation_94;[200, 200, 200, 200];143.1
Generation_95;[200, 200, 200, 200];113.4
Generation_96;[200, 200, 200, 10];143.0
Generation_97;[200, 200, 200, 200];86.2
Generation_98;[200, 200, 200, 200];142.6
Generation_99;[200, 200, 200, 200];142.4
Generation_100;[200, 200, 200, 200];124.9
Generation_101;[200, 200, 200, 200];162.0
Generation_102;[200, 200, 200, 12];133.4
Generation_103;[200, 200, 200, 10];105.1
Generation_104;[200, 200, 200, 10];97.6
Generation_105;[200, 200, 200, 200];97.9
Generation_106;[200, 200, 200, 11];116.4
Generation_107;[200, 200, 200, 11];105.3
Generation_108;[200, 126, 125, 114];73.1
Generation_109;[200, 200, 200, 200];172.1
Generation_110;[200, 200, 190, 200];130.9
Generation_111;[200, 200, 191, 10];129.3
Generation_112;[200, 197, 194, 10];101.7
Generation_113;[200, 200, 200, 11];156.6
Generation_114;[200, 200, 200, 200];120.6
Generation_115;[200, 200, 200, 111];116.9
Generation_116;[200, 200, 200, 12];145.1
Generation_117;[200, 200, 113, 12];78.4
Generation_118;[200, 200, 200, 121];119.5
Generation_119;[200, 200, 200, 200];125.4
Generation_120;[200, 200, 200, 9];136.2
Generation_121;[200, 200, 160, 12];79.8
Generation_122;[200, 200, 200, 10];95.6
Generation_123;[200, 200, 200, 200];136.5
Generation_124;[120, 55, 51, 120];38.7
Generation_125;[162, 91, 69, 34];55.5
Generation_126;[124, 86, 78, 32];51.8
Generation_127;[175, 138, 54, 138];61.4
Generation_128;[106, 85, 74, 85];50.6
Generation_129;[79, 49, 46, 31];37.9
Generation_130;[139, 87, 61, 29];55.4
Generation_131;[169, 64, 49, 64];52.9
Generation_132;[95, 94, 81, 81];49.0
Generation_133;[71, 69, 65, 71];46.0
Generation_134;[166, 143, 72, 72];63.9
Generation_135;[62, 47, 37, 9];34.3
Generation_136;[80, 51, 40, 28];31.2
Generation_137;[108, 57, 44, 44];45.7
Generation_138;[98, 61, 57, 98];45.4
Generation_139;[131, 96, 47, 46];52.5
Generation_140;[127, 72, 54, 36];53.6
Generation_141;[108, 90, 44, 32];49.8
Generation_142;[108, 69, 64, 50];51.2
Generation_143;[100, 48, 46, 40];45.5
Generation_144;[78, 47, 43, 35];38.0
Generation_145;[98, 90, 86, 42];61.5
Generation_146;[104, 69, 65, 104];52.6
Generation_147;[107, 104, 64, 52];53.5
Generation_148;[118, 52, 43, 38];45.7
Generation_149;[96, 50, 44, 28];40.9
Generation_150;[95, 94, 91, 94];55.7
Generation_151;[136, 90, 45, 34];48.6
Generation_152;[126, 96, 69, 31];55.2
Generation_153;[151, 144, 85, 34];63.2
Generation_154;[94, 77, 67, 77];50.2
Generation_155;[149, 50, 46, 149];46.0
Generation_156;[148, 87, 75, 45];57.3
Generation_157;[159, 120, 76, 37];65.6
Generation_158;[60, 56, 54, 35];43.0
Generation_159;[46, 46, 44, 32];36.1
Generation_160;[56, 52, 47, 11];37.9
Generation_161;[94, 68, 46, 68];43.0
Generation_162;[128, 82, 56, 29];52.1
Generation_163;[160, 132, 105, 98];70.7
Generation_164;[79, 76, 56, 35];45.6
Generation_165;[95, 61, 34, 27];41.2
Generation_166;[70, 52, 49, 70];44.0
Generation_167;[98, 53, 51, 25];41.8
Generation_168;[90, 77, 62, 37];48.4
Generation_169;[106, 98, 80, 80];52.4
Generation_170;[80, 58, 43, 58];37.1
Generation_171;[98, 88, 88, 30];53.6
Generation_172;[164, 94, 54, 94];57.7
Generation_173;[93, 70, 66, 46];48.4
Generation_174;[42, 39, 37, 34];33.9
Generation_175;[89, 70, 70, 70];49.3
Generation_176;[54, 54, 49, 54];33.2
Generation_177;[88, 46, 44, 43];36.8
Generation_178;[148, 128, 94, 28];58.1
Generation_179;[200, 154, 140, 34];75.3
Generation_180;[77, 52, 49, 41];42.2
Generation_181;[156, 88, 69, 27];59.2
Generation_182;[96, 81, 78, 46];52.5
Generation_183;[165, 97, 80, 29];58.7
Generation_184;[83, 71, 52, 30];44.5
Generation_185;[94, 72, 53, 50];47.2
Generation_186;[176, 59, 46, 40];53.4
