Generation_268;[200, 200, 200, 200];143.2
Generation_269;[200, 200, 137, 9];82.3
Generation_270;[200, 200, 200, 95];101.7
Generation_271;[200, 150, 138, 106];100.9
Generation_272;[200, 183, 175, 200];139.1
Generation_273;[175, 116, 114, 114];105.8
Generation_274;[200, 172, 110, 109];113.6
Generation_275;[170, 112, 111, 106];115.0
Generation_276;[175, 170, 168, 113];125.4
Generation_277;[200, 174, 114, 200];124.9
Generation_278;[200, 200, 180, 100];123.2
Generation_279;[174, 173, 114, 110];112.9
Generation_280;[180, 115, 113, 104];115.3
Generation_281;[177, 120, 114, 107];117.0
Generation_282;[175, 172, 170, 170];127.4
Generation_283;[200, 111, 110, 108];106.3
Generation_284;[200, 171, 112, 102];122.6
Generation_285;[200, 120, 110, 200];116.7
Generation_286;[200, 200, 114, 114];118.1
Generation_287;[175, 173, 116, 10];102.4
Generation_288;[117, 113, 110, 9];68.7
Generation_289;[184, 170, 158, 184];94.7
Generation_290;[200, 200, 200, 8];145.5
Generation_291;[164, 157, 103, 13];49.9
Generation_292;[200, 200, 168, 168];137.1
Generation_293;[200, 200, 200, 10];142.2
Generation_294;[200, 200, 200, 9];98.4
Generation_295;[200, 161, 115, 12];62.7
Generation_296;[200, 200, 200, 113];130.9
Generation_297;[200, 200, 200, 200];151.8
Generation_298;[200, 200, 200, 200];143.1
Generation_299;[200, 200, 200, 200];143.1
Generation_300;[200, 200, 200, 200];142.7
Generation_301;[200, 200, 200, 12];143.7
Generation_302;[200, 200, 200, 200];105.8
Generation_303;[200, 200, 200, 11];142.7
Generation_304;[200, 118, 82, 46];60.4
Generation_305;[200, 102, 95, 90];88.5
Generation_306;[200, 175, 106, 175];105.6
Generation_307;[200, 200, 200, 12];131.1
Generation_308;[200, 200, 177, 162];82.6
Generation_309;[200, 200, 186, 160];159.8
Generation_310;[200, 176, 172, 155];153.4
Generation_311;[200, 200, 167, 156];164.2
Generation_312;[200, 200, 200, 10];168.6
Generation_313;[200, 200, 200, 12];124.1
Generation_314;[200, 177, 160, 12];88.0
Generation_315;[200, 200, 200, 200];171.1
Generation_316;[200, 200, 200, 197];138.3
Generation_317;[200, 200, 200, 200];158.1
Generation_318;[200, 200, 200, 200];139.0
Generation_319;[200, 200, 200, 13];143.4
Generation_320;[200, 193, 153, 153];98.3
Generation_321;[200, 200, 200, 145];171.5
Generation_322;[200, 200, 200, 200];156.4
Generation_323;[200, 200, 200, 200];143.4
Generation_324;[200, 200, 200, 120];126.9
Generation_325;[200, 200, 200, 10];123.1
Generation_326;[200, 200, 200, 12];83.0
Generation_327;[200, 200, 200, 8];114.7
Generation_328;[200, 200, 102, 10];65.3
Generation_329;[200, 200, 200, 200];106.4
Generation_330;[200, 200, 200, 14];128.3
Generation_331;[200, 200, 200, 18];143.8
Generation_332;[200, 200, 200, 200];86.8
Generation_333;[200, 200, 200, 200];143.0
Generation_334;[200, 200, 200, 200];143.3
Generation_335;[200, 200, 200, 200];143.0
Generation_336;[200, 200, 200, 200];143.7
Generation_337;[200, 200, 200, 200];143.1
Generation_338;[200, 200, 200, 10];112.9
Generation_339;[200, 200, 200, 200];126.4
Generation_340;[200, 200, 200, 12];145.5
Generation_341;[200, 200, 200, 200];105.0
Generation_342;[200, 200, 200, 200];129.9
Generation_343;[200, 200, 200, 200];143.4
Generation_344;[200, 200, 200, 10];143.0
Generation_345;[200, 200, 155, 10];95.1
Generation_346;[200, 200, 200, 200];146.8
Generation_347;[200, 200, 200, 200];143.3
Generation_348;[200, 200, 200, 8];142.6
Generation_349;[200, 200, 200, 59];109.8
Generation_350;[200, 200, 200, 200];132.3
Generation_351;[200, 200, 200, 200];143.3
Generation_352;[200, 200, 200, 9];128.4
Generation_353;[200, 200, 200, 13];143.6
Generation_354;[200, 200, 200, 10];105.0
